id,user_id,location_id,latitude,longitude,start_day,start_min,weekday
783,3,1167,0.045710047895046,0.1734663584411726,39,1250,4
786,3,1693,-0.3969985136715113,-0.0132239770131531,39,1341,4
787,3,300,-0.0980976256242108,-0.0545909702153462,40,1092,5
788,3,3396,0.3063002872036551,0.1226245914650983,45,224,3
789,3,2586,-0.3961417742035416,-0.0141600928287499,45,960,3
790,3,905,-0.0034324294315507,0.2044221013424216,45,1061,3
791,3,1253,0.0150379968831089,0.3646881025017068,45,1162,3
792,3,1167,0.045710047895046,0.1734663584411726,45,1193,3
793,3,2492,0.3063002872036551,0.1226245914650983,46,26,4
794,3,2450,-0.3490035149944883,0.5819025978268426,46,1168,4
795,3,2586,-0.3961417742035416,-0.0141600928287499,46,1354,4
797,3,3396,0.3063002872036551,0.1226245914650983,47,1075,5
798,3,976,-0.3053103520777445,-0.0458708887664893,48,1126,6
799,3,3396,0.3063002872036551,0.1226245914650983,48,1390,6
800,3,2492,0.3063002872036551,0.1226245914650983,49,818,0
801,3,1589,0.2482647759242453,0.0808932460595279,49,909,0
802,3,861,-0.3522693699444607,0.5744204345469475,49,1080,0
804,3,300,-0.0980976256242108,-0.0545909702153462,50,865,1
806,3,1739,-0.0554641348262373,0.5055992508409259,53,1045,4
810,3,2492,0.3063002872036551,0.1226245914650983,54,257,5
818,3,976,-0.3053103520777445,-0.0458708887664893,56,1226,0
921,4,2683,0.1109140257312237,0.1005644396270908,1,469,2
922,4,2683,0.1109140257312237,0.1005644396270908,1,472,2
923,4,3203,0.1889866909382138,0.0979152282011885,1,527,2
927,4,1059,-0.1846636184583524,-0.045901021329895,4,891,5
929,4,2884,0.0348348365118977,0.0784165105910981,6,751,0
933,4,3384,0.1930133179688378,0.117804844483345,8,556,2
935,4,929,-0.2267409594669235,-0.0668266767162659,8,1149,2
939,4,3384,0.1930133179688378,0.117804844483345,10,564,4
940,4,361,0.014106463887801,-0.0218496404425404,10,1206,4
941,4,361,0.014106463887801,-0.0218496404425404,10,1214,4
945,4,3487,0.0065550035582686,0.0571937464126777,12,625,6
948,4,2683,0.1109140257312237,0.1005644396270908,13,469,0
949,4,3203,0.1889866909382138,0.0979152282011885,13,494,0
950,4,3203,0.1889866909382138,0.0979152282011885,13,496,0
951,4,3487,0.0065550035582686,0.0571937464126777,13,1002,0
952,4,2683,0.1124169398308996,0.0986958024441868,14,465,1
953,4,3203,0.1889866909382138,0.0979152282011885,14,490,1
955,4,3203,0.1889866909382138,0.0979152282011885,14,1283,1
956,4,3384,0.1930133179688378,0.117804844483345,15,554,2
957,4,765,-0.2221061726339156,-0.0655859203246685,15,1152,2
958,4,397,-0.2175997111749401,-0.0717898896517393,15,1174,2
959,4,2683,0.1124169398308996,0.0986958024441868,16,500,3
961,4,3487,0.0065550035582686,0.0571937464126777,16,550,3
962,4,2655,-0.412735041743705,-0.0004299170017105,16,1189,3
964,4,2683,0.1112409426896599,0.099167878708742,17,509,4
965,4,3487,0.0065550035582686,0.0571937464126777,17,547,4
969,4,624,0.1687331982998925,0.131922427944247,19,471,6
973,4,3384,0.1930133179688378,0.117804844483345,19,895,6
975,4,2683,0.1112409426896599,0.099167878708742,20,473,0
976,4,2683,0.1112409426896599,0.099167878708742,21,525,1
977,4,662,0.0189017774737423,0.0630833657156002,21,923,1
978,4,3203,0.1889866909382138,0.0979152282011885,22,557,2
979,4,3487,0.0065550035582686,0.0571937464126777,22,651,2
980,4,1088,0.1144603866434024,0.035895900008704,23,537,3
981,4,1349,0.1181201686313087,0.0399642739458829,23,552,3
982,4,2683,0.1112409426896599,0.099167878708742,24,478,4
983,4,3203,0.1889866909382138,0.0979152282011885,24,1170,4
986,4,1008,-0.1483553431920432,-0.1032624012121069,25,1267,5
990,4,1132,0.0991420935956035,0.1048361529056542,30,526,3
991,4,2683,0.1124169398308996,0.098597453264732,30,655,3
993,4,3487,0.0065550035582686,0.0571937464126777,30,887,3
994,4,3203,0.1889866909382138,0.0979152282011885,30,1257,3
995,4,1132,0.0991420935956035,0.1048361529056542,31,527,4
996,4,662,0.0189017774737423,0.0630833657156002,31,756,4
1000,4,832,-0.068940650046319,0.07945942898928,32,476,5
1003,4,308,-0.4138534024946099,0.0113163536122431,33,1183,6
1004,4,2683,0.1124169398308996,0.098597453264732,34,472,0
1005,4,1088,0.1144603866434024,0.035895900008704,34,507,0
1006,4,1349,0.1181201686313087,0.0399642739458829,34,552,0
1008,4,3203,0.1889866909382138,0.0979152282011885,35,559,1
1009,4,2647,0.0376215716191712,0.0792622882367553,35,641,1
1010,4,662,0.0189017774737423,0.0630833657156002,35,750,1
1011,4,3487,0.0065550035582686,0.0571937464126777,35,913,1
1013,4,2683,0.1124169398308996,0.098597453264732,36,496,2
1014,4,3384,0.1930133179688378,0.117804844483345,36,566,2
1016,4,3203,0.1889866909382138,0.0979152282011885,36,1246,2
1017,4,662,0.0189017774737423,0.0630833657156002,37,790,3
1020,4,3384,0.1930133179688378,0.117804844483345,38,498,4
1021,4,3487,0.0065550035582686,0.0571937464126777,38,887,4
1023,4,300,-0.0980976256242108,-0.0545909702153462,39,619,5
1024,4,2683,0.1124169398308996,0.098597453264732,41,472,0
1025,4,3203,0.1889866909382138,0.0979152282011885,41,494,0
1026,4,662,0.0189017774737423,0.0630833657156002,41,724,0
1027,4,3487,0.0065550035582686,0.0571937464126777,41,910,0
1028,4,2683,0.1124169398308996,0.098597453264732,42,512,1
1029,4,1132,0.0991420935956035,0.1048361529056542,42,521,1
1032,4,2683,0.1124169398308996,0.098597453264732,45,456,4
1035,4,1416,-0.0460468571591481,0.0022602373437192,45,652,4
1036,4,1248,-0.1917536749262018,-0.0271005075345199,45,1079,4
1037,4,768,-0.191374929166341,-0.0275070009052377,45,1159,4
1038,4,3203,0.1889866909382138,0.0979152282011885,45,1241,4
1039,4,300,-0.0980976256242108,-0.0545909702153462,46,790,5
1040,4,2683,0.1110952530166218,0.0996399553095941,48,461,0
1041,4,662,0.0189017774737423,0.0630833657156002,48,712,0
1043,4,2683,0.1110952530166218,0.0996399553095941,49,510,1
1045,4,1389,0.2141985385561393,0.1140187828653636,50,1348,2
1047,4,624,0.1687331982998925,0.131922427944247,54,773,6
1049,4,3487,0.0065550035582686,0.0571937464126777,55,623,0
1051,4,3384,0.1930133179688378,0.117804844483345,56,513,1
1054,4,2683,0.1110952530166218,0.0996399553095941,59,468,4
1057,4,2760,0.1916476338572521,0.0635467360099086,61,577,6
1059,4,1389,0.2141985385561393,0.1140187828653636,61,1274,6
1060,4,2683,0.1110952530166218,0.0996399553095941,62,473,0
1061,4,3203,0.1889866909382138,0.0979152282011885,62,1253,0
1062,4,2683,0.1110952530166218,0.0996399553095941,64,515,2
1063,4,3384,0.1930133179688378,0.117804844483345,64,570,2
1064,4,3487,0.0065550035582686,0.0571937464126777,64,874,2
1065,4,3487,0.0065550035582686,0.0571937464126777,65,601,3
1066,4,2683,0.1110952530166218,0.0996399553095941,66,480,4
1068,4,3487,0.0065550035582686,0.0571937464126777,67,724,5
1070,4,662,0.0189017774737423,0.0630833657156002,67,816,5
1072,4,3203,0.1889866909382138,0.0979152282011885,68,1119,6
1073,4,2683,0.1110952530166218,0.0996399553095941,69,485,0
1074,4,2683,0.1110952530166218,0.0996399553095941,70,506,1
1076,4,2888,-0.0589402499819717,0.202993472696729,84,1250,1
1077,4,3487,0.0065550035582686,0.0571937464126777,91,595,1
1080,4,3487,0.0065550035582686,0.0571937464126777,93,583,3
1081,4,3203,0.1889866909382138,0.0979152282011885,93,1257,3
1082,4,1389,0.2141985385561393,0.1140187828653636,93,1389,3
1083,4,3203,0.1889866909382138,0.0979152282011885,94,1276,4
1084,4,780,-0.1811458308203349,-0.03611627440914,95,559,5
1085,4,3203,0.1889866909382138,0.0979152282011885,95,650,5
1087,4,3384,0.1930133179688378,0.117804844483345,96,716,6
1088,4,3628,0.1853740606536729,0.1114419796143062,96,768,6
1089,4,3203,0.1889866909382138,0.0979152282011885,97,497,0
1090,4,3487,0.0065550035582686,0.0571937464126777,97,648,0
1091,4,3571,-0.0109994619805015,0.0756234851136399,100,740,3
1093,4,167,-0.174255355415123,-0.0437172222400928,100,1265,3
1094,4,3691,-0.1303534706788158,-0.021908639181855,100,1314,3
1095,4,3487,0.0065550035582686,0.0571937464126777,101,662,4
1097,4,3571,-0.0109994619805015,0.0756234851136399,101,702,4
1100,4,300,-0.0980976256242108,-0.0545909702153462,103,958,6
1101,4,3487,0.0065550035582686,0.0571937464126777,105,908,1
1102,4,3487,0.0065550035582686,0.0571937464126777,106,658,2
1104,4,3487,0.0065550035582686,0.0571937464126777,108,580,4
1107,4,3487,0.0065550035582686,0.0571937464126777,116,596,5
1108,4,3628,0.1853740606536729,0.1114419796143062,117,701,6
1109,4,1078,0.1654852965775028,0.115553067419635,117,882,6
1111,4,3487,0.0065550035582686,0.0571937464126777,118,646,0
1112,4,3571,-0.0109994619805015,0.0756234851136399,118,923,0
1113,4,2368,0.0409948734455067,0.0779247798985878,124,738,6
1114,4,3487,0.0065550035582686,0.0571937464126777,128,636,3
1115,4,300,-0.0980976256242108,-0.0545909702153462,129,901,4
1117,4,1389,0.2141985385561393,0.1140187828653636,136,1335,4
1119,4,3203,0.1889866909382138,0.0979152282011885,163,525,3
1120,4,3487,0.0065550035582686,0.0571937464126777,163,658,3
1123,4,1389,0.2141985385561393,0.1140187828653636,165,1416,5
1124,4,3571,-0.0109994619805015,0.0756234851136399,183,760,2
1206,5,1299,0.0518298288352716,-0.006869359888285,3,508,6
1207,5,1299,0.0518298288352716,-0.006869359888285,9,792,5
1208,5,1299,0.0518298288352716,-0.006869359888285,10,496,6
1209,5,964,-0.0570777249671579,-0.0027538889638765,10,1105,6
1210,5,1299,0.0518298288352716,-0.006869359888285,16,599,5
1213,5,1299,0.0518298288352716,-0.006869359888285,17,522,6
1215,5,1299,0.0524763688689871,-0.0062541216150274,23,460,5
1216,5,1299,0.0524763688689871,-0.0062541216150274,29,538,4
1219,5,1299,0.0524763688689871,-0.0062541216150274,30,475,5
1221,5,1299,0.0524763688689871,-0.0062541216150274,31,525,6
1223,5,1299,0.0519466268200543,-0.0070997897346729,37,415,5
1226,5,750,-0.6225744481575969,0.6679494249754243,44,280,5
1227,5,1299,0.0519466268200543,-0.0070997897346729,52,484,6
1231,5,1299,0.0519466268200543,-0.0070997897346729,58,435,5
1233,5,3295,0.0535326288783453,-0.005742786876476,85,418,4
1235,5,1299,0.0519466268200543,-0.0070997897346729,86,513,5
1236,5,1299,0.0519466268200543,-0.0070997897346729,87,486,6
1237,5,1299,0.0519466268200543,-0.0070997897346729,101,510,6
1238,5,540,-0.2180837119048937,-0.096348602547267,105,1146,3
1239,5,1299,0.0519466268200543,-0.0070997897346729,107,447,5
1240,5,1299,0.0519466268200543,-0.0070997897346729,108,482,6
1241,5,1253,0.0150379968831089,0.3646881025017068,115,1067,6
1242,5,1299,0.0519466268200543,-0.0070997897346729,116,497,0
1243,5,1299,0.0519466268200543,-0.0070997897346729,119,449,3
1245,5,38,0.0480233911220098,-0.0139592678184083,119,1137,3
1246,5,1299,0.0519466268200543,-0.0070997897346729,120,353,4
1247,5,1299,0.0519466268200543,-0.0070997897346729,121,449,5
1249,5,1299,0.0519466268200543,-0.0070997897346729,122,447,6
1250,5,1299,0.0519466268200543,-0.0070997897346729,123,1182,0
1251,5,1299,0.0519466268200543,-0.0070997897346729,124,354,1
1252,5,1299,0.0519466268200543,-0.0070997897346729,126,1184,3
1253,5,3544,-0.0563660369814634,-0.0020257647345307,127,1092,4
1256,5,1299,0.0519466268200543,-0.0070997897346729,130,367,0
1257,5,1299,0.0519466268200543,-0.0070997897346729,146,1079,2
1258,5,1299,0.0519466268200543,-0.0070997897346729,154,364,3
1259,5,1299,0.0519466268200543,-0.0070997897346729,156,437,5
1260,5,1984,-0.1619055441538917,-0.0412796059369868,156,1266,5
1808,6,1712,-0.0331880726747427,0.5077324826654412,0,1078,1
1809,6,2722,-0.3301362723294304,0.6008388668066191,1,444,2
1811,6,1712,-0.0334501935181655,0.508937935781073,1,1183,2
1812,6,2722,-0.3301362723294304,0.6008388668066191,2,424,3
1813,6,1780,-0.8094627230856946,-0.0236196003225831,3,676,4
1817,6,1712,-0.0331880726747427,0.5077324826654412,5,1033,6
1819,6,1712,-0.0331880726747427,0.5077324826654412,6,1155,0
1820,6,2722,-0.3301362723294304,0.6008388668066191,7,431,1
1821,6,2017,-0.0637927193700887,0.5129727337983425,7,1131,1
1822,6,2722,-0.3301362723294304,0.6008388668066191,8,410,2
1823,6,1712,-0.0331880726747427,0.5077324826654412,8,1151,2
1825,6,2456,-0.3091393082050024,0.5992444205315812,9,1059,3
1827,6,2722,-0.3301362723294304,0.6008388668066191,10,440,4
1830,6,747,-0.2586604336454828,-0.0765981938803925,10,1137,4
1831,6,2521,-0.0552953443729244,0.5008913540213669,10,1339,4
1832,6,746,-0.0621603181127187,0.5071711970550006,11,396,5
1833,6,2456,-0.3091393082050024,0.5992444205315812,11,439,5
1834,6,2049,-0.4073829396443945,0.2935393469393665,11,963,5
1836,6,1780,-0.8094627230856946,-0.0236196003225831,11,1039,5
1839,6,1184,-0.6467553705109731,-0.0695472526957106,11,1308,5
1840,6,1780,-0.8094627230856946,-0.0236196003225831,12,622,6
1841,6,1780,-0.8094627230856946,-0.0236196003225831,12,726,6
1846,6,1712,-0.0331880726747427,0.5077324826654412,12,1019,6
1849,6,2456,-0.3091393082050024,0.5978271380867166,13,1055,0
1850,6,2722,-0.336833635168295,0.6037325010589112,14,445,1
1851,6,2456,-0.3091393082050024,0.5978271380867166,14,1060,1
1852,6,2017,-0.0637927193700887,0.5129727337983425,14,1094,1
1854,6,2456,-0.3091393082050024,0.5978271380867166,15,1080,2
1855,6,2017,-0.0637927193700887,0.5129727337983425,15,1106,2
1857,6,2456,-0.3101729561452943,0.5991263135485614,16,1096,3
1858,6,1712,-0.0331880726747427,0.5077324826654412,16,1159,3
1859,6,2722,-0.336833635168295,0.6037325010589112,17,427,4
1860,6,1770,-0.3814224927358568,0.1684663809654365,17,1056,4
1863,6,2521,-0.0552953443729244,0.5008913540213669,17,1360,4
1864,6,746,-0.0621603181127187,0.5071711970550006,18,399,5
1866,6,1780,-0.8094627230856946,-0.0236196003225831,18,932,5
1867,6,1780,-0.8094627230856946,-0.0236196003225831,19,588,6
1869,6,1477,0.0596696284347764,0.5030236973566073,19,946,6
1870,6,1074,0.0611054371104808,0.4941266786130178,19,970,6
1871,6,1712,-0.0334501935181655,0.508937935781073,19,1009,6
1872,6,2456,-0.3101729561452943,0.5991263135485614,20,414,0
1873,6,2017,-0.0634559863721889,0.5117524508890645,20,1144,0
1874,6,2456,-0.3101729561452943,0.5991263135485614,21,428,1
1878,6,2722,-0.336833635168295,0.6037325010589112,22,444,2
1880,6,2017,-0.0634559863721889,0.5117524508890645,22,1125,2
1882,6,1712,-0.0334501935181655,0.508937935781073,22,1194,2
1883,6,2722,-0.336833635168295,0.6037325010589112,23,410,3
1884,6,2722,-0.336833635168295,0.6037325010589112,24,458,4
1886,6,746,-0.0621603181127187,0.5071711970550006,25,404,5
1887,6,2456,-0.3101729561452943,0.5991263135485614,25,448,5
1889,6,747,-0.2586604336454828,-0.0765981938803925,25,882,5
1893,6,1780,-0.8094627230856946,-0.0236196003225831,25,1312,5
1894,6,1780,-0.8094627230856946,-0.0236196003225831,26,683,6
1896,6,1120,-0.4245087044337332,0.0038153124201267,26,797,6
1898,6,1712,-0.0334501935181655,0.508937935781073,26,1044,6
1900,6,2521,-0.0552953443729244,0.5008913540213669,28,1230,1
1901,6,2722,-0.336833635168295,0.6037325010589112,30,419,3
1902,6,2456,-0.3101729561452943,0.5991263135485614,30,1095,3
1904,6,1712,-0.0334501935181655,0.508937935781073,30,1188,3
1905,6,344,-0.1763674774584224,-0.0460547114678031,31,1004,4
1907,6,1190,-0.1744228835149709,-0.046235335225958,31,1069,4
