id,user_id,location_id,duration,start_day,end_day,start_min,end_min,weekday
523,2,65,33.0,17,18,1412,5,6
524,2,56,207.0,18,18,14,221,0
525,2,66,360.0,18,18,247,607,0
526,2,55,745.0,18,19,725,30,0
527,2,56,146.0,19,19,246,393,1
528,2,56,63.0,19,19,437,501,1
529,2,56,104.0,19,19,512,617,1
530,2,55,80.0,19,19,679,759,1
531,2,55,51.0,19,19,764,816,1
532,2,56,174.0,20,20,39,214,2
533,2,56,446.0,20,20,249,696,2
534,2,35,60.0,20,20,746,806,2
535,2,55,50.0,20,20,853,903,2
536,2,55,554.0,20,21,906,20,2
537,2,56,378.0,21,21,249,628,3
538,2,55,186.0,21,21,677,863,3
539,2,55,584.0,21,22,873,17,3
540,2,63,36.0,22,22,227,264,4
541,2,56,249.0,22,22,438,687,4
542,2,55,67.0,22,22,751,818,4
543,2,55,66.0,22,22,821,887,4
544,2,55,55.0,23,23,139,194,5
545,2,67,49.0,23,23,476,525,5
546,2,55,786.0,23,24,881,227,5
547,2,55,98.0,24,24,454,552,6
548,2,60,738.0,24,24,674,1412,6
549,2,68,36.0,24,25,1417,14,6
550,2,56,194.0,25,25,20,214,0
551,2,56,394.0,25,25,248,642,0
552,2,55,102.0,25,25,698,800,0
553,2,55,622.0,25,26,839,21,0
554,2,56,635.0,26,26,57,692,1
555,2,55,733.0,26,27,724,17,1
556,2,56,170.0,27,27,52,222,2
557,2,69,549.0,27,27,275,825,2
558,2,55,563.0,27,28,897,21,2
559,2,56,175.0,28,28,52,228,3
560,2,56,385.0,28,28,266,652,3
561,2,56,185.0,28,28,675,860,3
562,2,57,575.0,28,29,889,25,3
563,2,56,159.0,29,29,53,213,4
564,2,56,465.0,29,29,251,717,4
565,2,55,841.0,29,30,755,156,4
566,2,55,127.0,30,30,483,610,5
567,2,60,979.0,30,31,696,236,5
568,2,70,161.0,31,31,517,678,6
569,2,56,173.0,39,39,49,222,0
570,2,71,30.0,39,39,225,255,0
571,2,56,375.0,39,39,258,634,0
572,2,72,55.0,39,39,683,738,0
573,2,55,665.0,39,39,774,1439,0
574,2,56,179.0,40,40,41,221,1
575,2,56,353.0,40,40,264,617,1
576,2,55,724.0,40,40,688,1412,1
577,2,56,182.0,41,41,33,216,2
578,2,55,688.0,41,42,756,5,2
579,2,56,180.0,42,42,39,219,3
580,2,56,379.0,42,42,252,632,3
581,2,55,742.0,42,42,693,1435,3
582,2,56,168.0,43,43,51,220,4
583,2,56,565.0,43,43,243,808,4
584,2,55,836.0,43,44,837,233,4
585,2,55,70.0,44,44,280,351,5
586,2,55,97.0,44,44,361,459,5
587,2,41,34.0,44,44,670,705,5
588,2,55,870.0,44,45,778,209,5
589,2,57,255.0,45,45,287,543,6
590,2,70,143.0,45,45,639,783,6
591,2,56,394.0,46,46,260,654,0
592,2,55,757.0,46,47,693,11,0
593,2,56,169.0,47,47,45,215,1
594,2,55,721.0,47,47,673,1394,1
595,2,56,512.0,48,48,80,593,2
596,2,55,774.0,48,49,678,13,2
597,2,56,168.0,49,49,50,218,3
598,2,56,354.0,49,49,244,598,3
599,2,55,110.0,49,49,666,776,3
600,2,55,608.0,49,49,827,1436,3
601,2,56,174.0,50,50,47,221,4
602,2,71,31.0,50,50,227,258,4
603,2,56,447.0,50,50,261,709,4
604,2,55,757.0,50,51,782,99,4
605,2,73,52.0,51,51,164,217,5
606,2,55,34.0,51,51,352,386,5
607,2,55,174.0,52,52,329,504,6
608,2,56,588.0,60,60,26,614,0
609,2,57,809.0,60,61,675,45,0
610,2,56,633.0,61,61,50,683,1
611,2,56,316.0,62,62,266,582,2
612,2,74,41.0,62,62,584,626,2
613,2,70,1387.0,62,63,642,589,2
614,2,55,1283.0,64,65,775,619,4
615,2,55,1318.0,69,70,526,404,2
616,2,56,50.0,77,77,585,635,3
617,2,57,772.0,77,78,681,14,3
618,2,56,196.0,78,78,51,248,4
619,2,66,252.0,78,78,418,670,4
620,2,57,31.0,78,78,737,769,4
621,2,55,633.0,78,78,801,1435,4
622,2,56,598.0,88,88,32,630,0
623,2,55,1369.0,88,89,670,600,0
624,2,57,1069.0,89,90,695,324,1
723,3,10,480.0,0,1,1085,125,3
724,3,17,87.0,1,1,129,216,4
725,3,20,79.0,1,1,236,315,4
726,3,10,110.0,1,1,316,426,4
727,3,17,136.0,1,1,432,568,4
728,3,22,36.0,1,1,571,607,4
729,3,17,68.0,1,1,615,683,4
730,3,17,447.0,1,1,723,1171,4
731,3,10,370.0,1,2,1186,116,4
732,3,80,98.0,2,2,125,224,5
733,3,80,54.0,2,2,249,304,5
734,3,81,323.0,2,2,318,642,5
735,3,82,42.0,2,2,724,767,5
736,3,17,319.0,2,2,785,1104,5
737,3,10,609.0,2,3,1112,281,5
738,3,17,35.0,3,3,286,321,6
739,3,83,57.0,3,3,326,383,6
740,3,17,203.0,3,3,388,591,6
741,3,84,32.0,3,3,608,641,6
742,3,17,837.0,3,4,861,258,6
743,3,4,35.0,4,4,271,306,0
744,3,17,112.0,4,4,312,425,0
745,3,17,106.0,4,4,460,566,0
746,3,30,40.0,4,4,590,631,0
747,3,85,55.0,4,4,754,810,0
748,3,17,853.0,4,5,832,246,0
749,3,17,42.0,5,5,269,312,1
750,3,17,48.0,5,5,585,634,1
751,3,4,44.0,5,5,641,685,1
752,3,17,966.0,5,6,716,242,1
753,3,86,88.0,6,6,277,366,2
754,3,87,40.0,6,6,429,469,2
755,3,88,149.0,6,6,604,753,2
756,3,10,755.0,6,7,793,108,2
757,3,89,132.0,7,7,120,252,3
758,3,17,331.0,7,7,253,585,3
759,3,10,44.0,7,7,613,658,3
760,3,17,973.0,7,8,663,196,3
761,3,20,78.0,8,8,238,316,4
762,3,10,52.0,8,8,317,369,4
763,3,17,58.0,8,8,374,433,4
764,3,37,35.0,8,8,537,572,4
765,3,17,1335.0,8,9,686,581,4
766,3,90,67.0,9,9,590,658,5
767,3,17,187.0,9,9,683,871,5
768,3,10,449.0,9,10,1051,61,5
769,3,91,97.0,10,10,97,194,6
770,3,17,87.0,10,10,229,317,6
771,3,81,161.0,10,10,328,489,6
772,3,92,40.0,10,10,522,563,6
773,3,10,57.0,10,10,598,655,6
774,3,17,810.0,10,11,664,34,6
775,3,10,516.0,11,11,39,555,0
776,3,34,33.0,11,11,567,600,0
777,3,17,389.0,11,11,625,1015,0
778,3,10,687.0,11,12,1021,269,0
779,3,17,169.0,12,12,274,444,1
780,3,47,104.0,12,12,464,569,1
781,3,17,510.0,12,12,616,1126,1
782,3,10,424.0,12,13,1131,115,1
783,3,17,125.0,13,13,117,242,2
784,3,17,184.0,13,13,278,462,2
785,3,93,51.0,13,13,470,522,2
786,3,17,58.0,13,13,528,587,2
787,3,17,993.0,13,14,628,181,2
788,3,17,38.0,14,14,197,236,3
789,3,17,89.0,14,14,277,367,3
790,3,36,38.0,14,14,688,726,3
791,3,22,33.0,14,14,731,764,3
792,3,17,282.0,14,14,780,1062,3
793,3,10,442.0,14,15,1067,69,3
794,3,94,127.0,15,15,128,256,4
795,3,10,75.0,15,15,444,520,4
796,3,95,33.0,15,15,534,567,4
797,3,96,177.0,15,15,622,799,4
798,3,92,76.0,15,15,802,878,4
799,3,17,187.0,15,15,895,1082,4
800,3,10,74.0,15,15,1088,1162,4
801,3,10,348.0,15,16,1163,72,4
802,3,93,57.0,17,17,489,547,6
803,3,22,36.0,17,17,583,619,6
804,3,17,469.0,17,17,623,1092,6
805,3,10,439.0,17,18,1097,97,6
806,3,17,148.0,18,18,102,250,0
807,3,17,185.0,18,18,286,472,0
808,3,37,102.0,18,18,536,638,0
809,3,17,399.0,18,18,706,1105,0
810,3,10,412.0,18,19,1113,85,0
811,3,17,160.0,19,19,90,250,1
812,3,10,244.0,19,19,255,499,1
813,3,17,109.0,19,19,504,614,1
814,3,17,407.0,19,19,653,1061,1
815,3,10,447.0,19,20,1066,74,1
816,3,17,157.0,20,20,78,236,2
817,3,17,305.0,20,20,272,577,2
818,3,17,69.0,20,20,619,688,2
819,3,17,394.0,20,20,741,1136,2
820,3,10,392.0,20,21,1143,95,2
821,3,17,147.0,21,21,100,248,3
822,3,17,101.0,21,21,283,385,3
823,3,17,488.0,21,21,533,1022,3
824,3,10,494.0,21,22,1028,83,3
825,3,37,201.0,22,22,172,373,4
826,3,17,126.0,22,22,439,565,4
827,3,97,153.0,22,22,587,741,4
828,3,17,349.0,22,22,751,1100,4
829,3,10,434.0,22,23,1105,100,4
830,3,80,125.0,23,23,677,802,5
831,3,17,784.0,23,24,846,191,5
832,3,17,271.0,24,24,252,523,6
833,3,98,30.0,24,24,543,573,6
834,3,17,418.0,24,24,651,1069,6
835,3,10,469.0,24,25,1076,105,6
836,3,17,97.0,25,25,132,230,0
837,3,17,83.0,25,25,268,352,0
838,3,17,58.0,25,25,510,569,0
839,3,17,474.0,25,25,603,1078,0
840,3,10,445.0,25,26,1085,90,0
841,3,17,365.0,26,26,94,459,1
842,3,99,37.0,26,26,518,556,1
843,3,17,207.0,26,26,563,771,1
844,3,10,584.0,26,26,784,1368,1
845,3,100,357.0,26,27,1417,334,1
846,3,10,45.0,27,27,366,412,2
847,3,17,181.0,27,27,415,596,2
848,3,17,494.0,27,27,623,1118,2
849,3,10,506.0,27,28,1137,204,2
850,3,17,381.0,28,28,300,681,3
851,3,22,335.0,28,28,723,1059,3
852,3,10,600.0,28,29,1066,226,3
853,3,51,64.0,29,29,356,420,4
854,3,17,439.0,29,29,860,1299,4
855,3,10,194.0,29,30,1305,60,4
856,3,10,147.0,30,30,99,247,5
857,3,101,102.0,30,30,646,749,5
858,3,10,533.0,30,31,1137,230,5
859,3,80,131.0,31,31,264,396,6
860,3,83,44.0,31,31,418,463,6
861,3,17,101.0,31,31,492,594,6
862,3,10,425.0,38,39,1256,242,6
863,3,17,234.0,39,39,247,481,0
864,3,17,34.0,39,39,540,574,0
865,3,17,734.0,39,39,662,1397,0
866,3,102,138.0,39,40,1417,115,0
867,3,17,725.0,40,40,145,870,1
868,3,17,75.0,40,40,887,963,1
869,3,4,72.0,40,40,991,1063,1
870,3,4,414.0,40,41,1070,44,1
871,3,103,66.0,41,41,185,252,2
872,3,37,130.0,41,41,431,562,2
873,3,22,36.0,41,41,652,688,2
874,3,17,698.0,41,41,691,1390,2
875,3,104,139.0,42,42,65,204,3
876,3,17,687.0,42,42,297,984,3
877,3,4,479.0,42,43,990,29,3
878,3,17,32.0,43,43,66,99,4
879,3,105,246.0,43,43,130,376,4
880,3,17,139.0,43,43,428,567,4
881,3,106,55.0,43,43,575,631,4
882,3,17,467.0,43,43,641,1109,4
883,3,10,272.0,43,43,1114,1387,4
884,3,10,182.0,43,44,1389,131,4
885,3,17,78.0,44,44,132,211,5
886,3,4,33.0,44,44,225,259,5
887,3,80,237.0,44,44,335,573,5
888,3,17,274.0,45,45,312,587,6
889,3,17,308.0,45,45,861,1169,6
890,3,10,486.0,45,46,1178,224,6
891,3,17,39.0,46,46,233,273,0
892,3,17,169.0,46,46,393,563,0
893,3,22,106.0,46,46,575,682,0
894,3,107,66.0,47,47,183,250,1
895,3,104,116.0,47,47,341,458,1
896,3,17,185.0,47,47,574,759,1
897,3,22,771.0,47,48,766,97,1
898,3,108,312.0,48,48,135,447,2
899,3,17,37.0,48,48,557,594,2
900,3,109,108.0,48,48,633,742,2
901,3,17,67.0,48,48,765,833,2
902,3,110,539.0,48,48,839,1378,2
903,3,111,73.0,49,49,46,119,3
904,3,17,46.0,49,49,164,210,3
905,3,112,110.0,49,49,290,400,3
906,3,17,45.0,49,49,487,532,3
907,3,17,887.0,49,50,762,209,3
908,3,20,86.0,50,50,233,319,4
909,3,17,305.0,50,50,322,627,4
910,3,4,41.0,50,50,632,674,4
911,3,17,1312.0,50,51,683,556,4
912,3,4,39.0,51,51,603,643,5
913,3,17,709.0,51,52,821,90,5
914,3,113,35.0,52,52,154,189,6
915,3,17,105.0,52,52,204,309,6
916,3,114,822.0,52,53,857,239,6
917,3,17,304.0,53,53,289,594,0
918,3,17,736.0,53,53,678,1414,0
919,3,4,409.0,54,54,527,937,1
920,3,115,500.0,54,54,937,1438,1
921,3,104,91.0,55,55,95,186,2
922,3,17,355.0,55,55,279,635,2
923,3,17,848.0,55,56,644,53,2
924,3,103,46.0,56,56,124,170,3
925,3,17,57.0,56,56,196,254,3
926,3,17,162.0,56,56,293,456,3
927,3,17,141.0,56,56,477,619,3
928,3,116,136.0,56,56,657,793,3
929,3,117,170.0,56,56,816,987,3
930,3,4,479.0,56,57,1002,42,3
931,3,17,177.0,57,57,47,224,4
932,3,20,86.0,57,57,240,327,4
933,3,17,136.0,57,57,330,466,4
934,3,52,37.0,57,57,488,525,4
935,3,10,35.0,57,57,550,585,4
936,3,118,38.0,57,57,593,631,4
937,3,17,171.0,57,57,641,812,4
938,3,119,85.0,57,57,826,911,4
939,3,17,1073.0,57,58,943,577,4
940,3,90,65.0,58,58,587,652,5
941,3,17,1300.0,58,59,661,522,5
942,3,10,82.0,59,59,547,630,6
943,3,10,91.0,59,59,678,770,6
944,3,10,40.0,59,59,782,822,6
945,3,17,667.0,59,60,827,55,6
946,3,17,131.0,60,60,81,212,0
947,3,10,113.0,60,60,267,380,0
948,3,17,223.0,60,60,385,608,0
949,3,17,407.0,60,60,642,1049,0
950,3,10,37.0,60,60,1054,1092,0
951,3,10,259.0,60,60,1094,1353,0
952,3,10,78.0,60,61,1397,36,0
953,3,10,464.0,61,61,107,572,1
954,3,20,70.0,61,61,574,645,1
955,3,17,466.0,61,61,664,1131,1
956,3,10,539.0,61,62,1137,237,1
957,3,9,101.0,62,62,252,353,2
958,3,17,69.0,62,62,424,494,2
959,3,120,34.0,62,62,520,554,2
960,3,17,37.0,62,62,594,631,2
961,3,22,343.0,63,63,303,647,3
962,3,22,59.0,63,63,713,772,3
963,3,40,905.0,63,64,791,257,3
964,3,37,186.0,64,64,317,504,4
965,3,22,136.0,64,64,561,698,4
966,3,121,74.0,64,64,702,777,4
967,3,22,40.0,64,64,939,980,4
968,3,22,118.0,66,66,519,637,6
969,3,22,245.0,66,66,662,908,6
970,3,22,595.0,66,67,926,82,6
971,3,17,112.0,67,67,85,198,0
972,3,113,31.0,67,67,222,253,0
973,3,17,185.0,67,67,391,577,0
974,3,52,34.0,67,67,611,645,0
975,3,17,1075.0,67,68,669,304,0
976,3,122,1322.0,68,69,725,607,1
977,3,22,233.0,69,69,613,847,2
978,3,123,855.0,69,70,851,266,2
979,3,9,50.0,70,70,317,368,3
980,3,123,1015.0,70,71,772,347,3
981,3,124,116.0,71,71,635,752,4
982,3,123,911.0,71,72,769,240,4
983,3,125,137.0,72,72,648,786,5
984,3,22,34.0,72,72,834,869,5
985,3,22,1002.0,72,73,881,444,5
986,3,17,1082.0,73,74,577,220,6
987,3,20,86.0,74,74,234,321,0
988,3,10,1254.0,74,75,322,137,0
989,3,17,243.0,75,75,141,384,1
990,3,126,236.0,75,75,672,908,1
991,3,17,552.0,75,76,925,38,1
992,3,10,549.0,76,76,47,596,2
993,3,17,670.0,76,76,608,1278,2
994,3,30,37.0,76,76,1325,1362,2
995,3,10,144.0,77,77,192,336,3
996,3,10,82.0,77,77,357,440,3
997,3,10,1118.0,77,78,452,130,3
998,3,37,246.0,78,78,390,636,4
999,3,107,277.0,78,78,636,913,4
1000,3,22,30.0,78,78,924,954,4
1001,3,123,577.0,78,79,969,106,4
1002,3,22,1410.0,79,80,278,248,5
1003,3,30,97.0,80,80,286,384,6
1004,3,37,379.0,80,80,384,764,6
1005,3,22,220.0,81,81,37,258,0
1006,3,22,41.0,81,81,280,321,0
1007,3,9,50.0,81,81,332,382,0
1008,3,127,216.0,81,81,412,628,0
1009,3,128,902.0,81,82,635,98,0
1010,3,22,117.0,82,82,164,282,1
1011,3,9,47.0,82,82,292,339,1
1012,3,127,125.0,82,82,345,471,1
1013,3,127,129.0,82,82,500,630,1
1014,3,128,53.0,82,82,646,699,1
1015,3,22,172.0,82,82,705,877,1
1016,3,123,609.0,82,83,886,56,1
1017,3,129,78.0,83,83,676,754,2
1018,3,122,65.0,83,83,764,830,2
1019,3,123,644.0,83,84,839,43,2
1020,3,22,49.0,84,84,55,105,3
1021,3,22,168.0,84,84,667,835,3
1022,3,123,636.0,84,85,844,41,3
1023,3,22,698.0,85,85,61,759,4
1024,3,17,50.0,85,85,762,812,4
1025,3,17,121.0,85,85,846,968,4
1026,3,130,534.0,85,86,972,67,4
1027,3,131,33.0,86,86,101,135,5
1028,3,132,122.0,86,86,283,406,5
1029,3,133,134.0,86,86,414,549,5
1030,3,24,1125.0,86,87,836,521,5
1031,3,33,40.0,87,87,528,569,6
1032,3,134,49.0,87,87,646,696,6
1033,3,17,805.0,87,88,716,81,6
1034,3,37,174.0,88,88,188,363,0
1035,3,22,55.0,88,88,403,459,0
1036,3,22,103.0,88,88,487,590,0
1037,3,17,44.0,88,88,714,759,0
1038,3,17,672.0,88,89,797,29,0
1039,3,10,284.0,89,89,44,328,1
1040,3,10,56.0,89,89,335,392,1
1041,3,17,76.0,89,89,396,473,1
1042,3,30,51.0,89,89,530,582,1
1043,3,135,510.0,90,90,139,649,2
1044,3,135,83.0,91,91,416,499,3
1045,3,136,163.0,92,92,291,455,4
1046,3,136,386.0,94,94,450,837,6
1047,3,136,39.0,94,94,839,879,6
1048,3,136,566.0,94,95,906,32,6
1049,3,136,1097.0,96,97,473,131,1
1050,3,135,125.0,97,97,203,329,2
1051,3,135,412.0,97,97,356,769,2
1052,3,137,35.0,99,99,239,275,4
1053,3,137,36.0,99,99,286,323,4
1054,3,137,93.0,99,99,583,677,4
1055,3,136,812.0,99,100,730,103,4
1056,3,135,989.0,103,104,723,272,1
1057,3,17,482.0,105,105,33,515,3
1058,3,20,93.0,105,105,540,634,3
1059,3,17,268.0,105,105,638,906,3
1060,3,10,670.0,105,106,918,148,3
1061,3,17,71.0,106,106,152,224,4
1062,3,17,336.0,106,106,253,590,4
1063,3,17,1224.0,106,107,615,399,4
1064,3,138,37.0,107,107,411,448,5
1065,3,17,371.0,107,107,487,859,5
1066,3,18,706.0,107,108,867,134,5
1067,3,17,400.0,108,108,141,541,6
1068,3,20,81.0,108,108,544,626,6
1069,3,17,1374.0,108,109,652,586,6
1070,3,17,967.0,109,110,615,143,0
1071,3,22,41.0,110,110,151,193,1
1072,3,35,246.0,110,110,332,578,1
1073,3,139,834.0,110,111,632,26,1
1074,3,22,35.0,111,111,649,685,2
1075,3,123,670.0,111,112,802,32,2
1076,3,35,368.0,112,112,70,439,3
1077,3,35,522.0,113,113,78,600,4
1078,3,139,1072.0,113,114,661,294,4
1079,3,9,33.0,114,114,310,343,5
1080,3,84,58.0,114,114,490,549,5
1081,3,140,33.0,114,114,552,585,5
1082,3,141,63.0,114,114,589,652,5
1083,3,123,34.0,114,114,658,693,5
1084,3,123,218.0,114,114,748,967,5
1085,3,123,34.0,114,114,1018,1052,5
1086,3,123,123.0,114,114,1091,1215,5
1087,3,123,80.0,114,114,1235,1316,5
1088,3,22,185.0,116,116,283,468,0
1089,3,142,256.0,116,116,487,743,0
1090,3,17,270.0,116,116,777,1048,0
1091,3,18,477.0,116,117,1058,95,0
1092,3,17,126.0,117,117,111,238,1
1093,3,17,340.0,117,117,259,599,1
1094,3,17,223.0,117,117,626,850,1
1095,3,18,653.0,117,118,860,73,1
1096,3,17,127.0,118,118,92,220,2
1097,3,18,82.0,118,118,245,327,2
1098,3,17,243.0,118,118,337,581,2
1099,3,22,56.0,118,118,617,674,2
1100,3,17,870.0,118,119,676,106,2
1101,3,22,58.0,119,119,127,185,3
1102,3,143,140.0,119,119,379,520,3
1103,3,22,965.0,119,120,522,48,3
1104,3,22,203.0,120,120,76,279,4
1105,3,35,179.0,120,120,304,484,4
1106,3,123,155.0,120,120,645,801,4
1107,3,139,867.0,120,121,801,228,4
1108,3,41,64.0,121,121,338,402,5
1109,3,75,182.0,121,121,667,849,5
1110,3,123,180.0,121,121,857,1037,5
1111,3,123,318.0,121,121,1041,1359,5
1112,3,20,84.0,122,122,367,451,6
1113,3,17,158.0,122,122,456,614,6
1114,3,18,36.0,122,122,643,679,6
1115,3,17,423.0,122,122,690,1113,6
1116,3,4,666.0,122,123,1118,345,6
1117,3,17,335.0,123,123,349,685,0
1118,3,17,220.0,123,123,732,953,0
1119,3,18,528.0,123,124,961,49,0
1120,3,17,185.0,124,124,61,246,1
1121,3,17,120.0,124,124,283,403,1
1122,3,17,121.0,124,124,417,538,1
1123,3,17,59.0,124,124,548,608,1
1124,3,17,125.0,125,125,88,214,2
1125,3,17,312.0,125,125,249,561,2
1126,3,17,157.0,126,126,78,236,3
1127,3,17,123.0,127,127,101,224,4
1128,3,144,43.0,127,127,259,303,4
1129,3,145,400.0,127,127,361,761,4
1130,3,123,882.0,127,128,822,265,4
1131,3,10,42.0,128,128,282,325,5
1132,3,145,350.0,128,128,420,770,5
1133,3,123,780.0,128,129,832,173,5
1134,3,122,79.0,129,129,178,258,6
1135,3,75,197.0,129,129,277,474,6
1136,3,17,698.0,129,129,507,1205,6
1137,3,10,467.0,129,130,1211,238,6
1138,3,10,311.0,130,130,263,575,0
1139,3,17,123.0,130,130,620,744,0
1140,3,146,35.0,130,130,749,784,0
1141,3,17,700.0,130,131,787,47,0
1142,3,17,242.0,131,131,66,308,1
1143,3,17,179.0,131,131,342,522,1
1144,3,17,38.0,131,131,543,581,1
1145,3,17,74.0,131,131,618,692,1
1146,3,17,134.0,131,131,735,869,1
1147,3,4,410.0,131,131,885,1296,1
1148,3,23,125.0,131,132,1368,53,1
1149,3,17,104.0,132,132,120,225,2
1150,3,17,321.0,132,132,270,591,2
1151,3,17,40.0,132,132,632,672,2
1152,3,17,174.0,132,132,717,892,2
1153,3,17,39.0,132,132,910,950,2
1154,3,147,353.0,132,132,969,1322,2
1155,3,10,702.0,132,133,1339,602,2
1156,3,17,500.0,133,133,635,1136,3
1157,3,10,415.0,133,134,1143,119,3
1158,3,17,331.0,134,134,287,619,4
1159,3,4,66.0,134,134,628,695,4
1160,3,17,330.0,134,134,702,1033,4
1161,3,10,615.0,134,135,1033,209,4
1162,3,80,600.0,135,135,214,815,5
1163,3,17,685.0,135,136,836,82,5
1164,3,17,366.0,136,136,106,472,6
1165,3,17,66.0,136,136,520,587,6
1166,3,17,491.0,136,136,614,1105,6
1167,3,18,369.0,136,137,1116,45,6
1168,3,17,177.0,137,137,58,235,0
1169,3,18,73.0,137,137,272,345,0
1170,3,17,290.0,137,137,352,642,0
1171,3,17,235.0,137,137,677,912,0
1172,3,114,30.0,137,137,1124,1154,0
1173,3,4,121.0,137,137,1164,1285,0
1174,3,4,165.0,137,138,1295,21,0
1175,3,17,764.0,138,138,260,1025,1
1176,3,18,434.0,138,139,1036,31,1
1177,3,17,169.0,139,139,46,216,2
1178,3,20,74.0,139,139,247,322,2
1179,3,18,37.0,139,139,326,364,2
1180,3,17,209.0,139,139,370,579,2
1181,3,17,129.0,139,139,626,755,2
1182,3,10,548.0,139,139,759,1308,2
1183,3,23,122.0,139,140,1369,51,2
1184,3,17,135.0,140,140,119,254,3
1185,3,148,78.0,140,140,262,341,3
1186,3,17,217.0,140,140,348,566,3
1187,3,4,31.0,140,140,596,628,3
1188,3,22,85.0,140,140,661,746,3
1189,3,17,301.0,140,140,751,1053,3
1190,3,10,708.0,140,141,1061,330,3
1191,3,17,318.0,141,141,366,685,4
1192,3,122,43.0,141,141,732,776,4
1193,3,17,246.0,141,141,791,1037,4
1194,3,10,594.0,141,142,1043,198,4
1195,3,20,99.0,142,142,243,343,5
1196,3,10,52.0,142,142,344,397,5
1197,3,75,40.0,142,142,406,446,5
1198,3,17,147.0,142,142,456,603,5
1199,3,17,825.0,142,143,675,60,5
1200,3,17,456.0,143,143,108,564,6
1201,3,17,509.0,143,143,610,1119,6
1202,3,10,635.0,143,144,1127,322,6
1203,3,17,204.0,144,144,326,531,0
1204,3,17,108.0,147,147,88,196,3
1205,3,4,34.0,147,147,200,234,3
1206,3,17,92.0,147,147,235,328,3
1207,3,17,57.0,147,147,357,415,3
