id,user_id,location_id,duration,start_day,end_day,start_min,end_min,weekday
119,1,17,134,179,179,109,243,0
120,1,17,304,179,179,276,581,0
121,1,17,306,179,179,625,931,0
122,1,18,495,179,179,938,1434,0
123,1,17,238,180,180,7,246,1
124,1,17,346,180,180,264,611,1
125,1,4,34,180,180,617,652,1
126,1,17,945,180,181,653,158,1
127,1,9,33,181,181,202,235,2
128,1,17,292,181,181,299,591,2
129,1,17,615,181,181,623,1238,2
130,1,10,765,181,182,1243,568,2
131,1,17,488,182,182,602,1091,3
132,1,18,385,182,183,1105,50,3
133,1,17,170,183,183,64,234,4
134,1,20,71,183,183,244,315,4
135,1,18,60,183,183,322,383,4
136,1,29,40,183,183,411,452,4
137,1,17,92,183,183,477,569,4
138,1,4,32,183,183,575,607,4
139,1,17,419,183,183,612,1031,4
140,1,10,459,183,184,1037,57,4
141,1,30,34,184,184,88,122,5
142,1,1,52,184,184,124,177,5
143,1,31,35,184,184,231,267,5
144,1,1,355,184,184,311,667,5
145,1,9,47,184,184,683,731,5
146,1,24,216,184,184,804,1021,5
147,1,1,36,184,184,1039,1075,5
148,1,24,530,184,185,1086,177,5
149,1,25,41,185,185,196,237,6
150,1,32,45,185,185,241,286,6
151,1,33,127,185,185,291,418,6
152,1,26,54,185,185,466,520,6
153,1,34,41,185,185,574,616,6
154,1,17,455,185,185,621,1077,6
155,1,18,417,185,186,1084,62,6
156,1,17,153,186,186,71,224,0
157,1,20,68,186,186,237,306,0
158,1,18,55,186,186,311,366,0
159,1,17,211,186,186,375,586,0
160,1,1,131,186,186,631,763,0
161,1,10,66,186,186,766,832,0
162,1,17,479,186,186,840,1320,0
163,1,10,404,186,187,1353,318,0
164,1,17,288,187,187,322,611,1
165,1,22,38,187,187,615,653,1
166,1,17,230,187,187,657,888,1
167,1,17,599,187,188,900,59,1
168,1,1,111,188,188,90,202,2
169,1,17,101,188,188,245,347,2
170,1,34,45,188,188,353,398,2
171,1,17,123,188,188,423,546,2
172,1,17,40,188,188,567,607,2
173,1,10,36,188,188,634,671,2
174,1,17,75,188,188,692,767,2
175,1,1,40,188,188,834,875,2
176,1,18,700,188,189,944,205,2
177,1,1,91,189,189,342,433,3
178,1,35,57,189,189,474,531,3
179,1,1,46,189,189,531,578,3
180,1,1,71,189,189,596,667,3
181,1,18,957,189,190,715,233,3
182,1,20,119,190,190,237,356,4
183,1,1,38,190,190,369,407,4
184,1,1,34,190,190,511,545,4
185,1,4,35,190,190,579,614,4
186,1,36,72,190,190,633,706,4
187,1,18,1200,190,191,710,470,4
188,1,1,53,191,191,564,617,5
189,1,1,50,191,191,649,699,5
190,1,37,69,191,191,699,768,5
191,1,18,838,191,192,826,224,5
192,1,1,31,192,192,301,332,6
193,1,1,31,192,192,335,367,6
194,1,17,174,192,192,413,587,6
195,1,17,941,192,193,652,154,6
196,1,1,41,193,193,157,199,0
197,1,20,67,193,193,243,310,0
198,1,10,182,193,193,311,494,0
199,1,17,97,193,193,497,595,0
200,1,17,621,193,193,618,1239,0
201,1,10,400,193,194,1245,206,0
202,1,17,40,194,194,211,251,1
203,1,10,221,194,194,256,477,1
204,1,17,52,194,194,528,580,1
205,1,17,586,194,194,606,1193,1
206,1,10,1018,194,195,1202,780,1
207,1,17,325,195,195,783,1109,2
208,1,10,489,195,196,1114,163,2
209,1,17,34,196,196,167,201,3
210,1,17,60,196,196,232,293,3
211,1,10,73,196,196,322,395,3
212,1,17,198,196,196,401,599,3
213,1,17,518,196,196,651,1169,3
214,1,18,376,196,197,1178,115,3
215,1,17,477,197,197,128,606,4
216,1,1,1088,197,198,653,301,4
217,1,17,353,198,198,306,660,5
218,1,38,34,198,198,668,703,5
219,1,17,388,198,198,709,1098,5
220,1,18,454,198,199,1107,122,5
221,1,17,193,199,199,132,325,6
222,1,17,961,199,199,380,1341,6
223,1,10,497,199,200,1345,403,6
224,1,17,169,200,200,407,576,0
225,1,34,36,200,200,607,644,0
226,1,17,418,200,200,649,1067,0
227,1,18,454,200,201,1077,91,0
228,1,17,134,201,201,113,248,1
229,1,4,91,201,201,331,422,1
230,1,10,60,201,201,429,489,1
231,1,17,96,201,201,498,594,1
232,1,4,594,201,201,601,1195,1
233,1,10,581,201,202,1202,343,1
234,1,17,195,202,202,349,544,2
235,1,39,85,202,202,544,629,2
236,1,17,305,202,202,697,1003,2
237,1,18,551,202,203,1005,116,2
238,1,17,95,203,203,136,232,3
239,1,10,354,203,203,265,620,3
240,1,17,913,203,204,628,102,3
476,2,55,127,0,0,833,961,3
477,2,55,464,0,1,983,8,3
478,2,56,172,1,1,51,223,4
479,2,56,407,1,1,263,671,4
480,2,55,196,1,1,851,1047,4
481,2,57,99,2,2,62,161,5
482,2,58,98,2,2,166,265,5
483,2,55,219,2,2,265,484,5
484,2,59,49,2,2,703,753,5
485,2,55,57,2,2,835,893,5
486,2,57,709,2,3,893,162,5
487,2,60,776,3,3,641,1418,6
488,2,56,587,4,4,52,640,0
489,2,55,744,4,5,719,23,0
490,2,56,202,5,5,50,253,1
491,2,56,362,5,5,259,621,1
492,2,58,37,5,5,694,731,1
493,2,55,720,5,6,738,19,1
494,2,56,176,6,6,48,224,2
495,2,56,329,6,6,262,591,2
496,2,55,816,6,7,641,17,2
497,2,56,167,7,7,48,216,3
498,2,56,373,7,7,250,623,3
499,2,55,752,7,8,702,15,3
500,2,56,183,8,8,43,227,4
501,2,61,370,8,8,266,637,4
502,2,55,815,8,9,686,61,4
503,2,55,68,9,9,589,657,5
504,2,55,323,9,9,694,1017,5
505,2,55,736,10,11,718,15,6
506,2,56,161,11,11,54,216,0
507,2,56,376,11,11,246,623,0
508,2,55,158,11,11,695,853,0
509,2,62,627,11,12,853,40,0
510,2,56,169,12,12,46,216,1
511,2,56,424,12,12,255,680,1
512,2,55,714,12,13,752,27,1
513,2,63,181,13,13,42,224,2
514,2,56,1196,13,14,257,13,2
515,2,56,168,15,15,47,216,4
516,2,56,506,15,15,245,751,4
517,2,55,1000,15,16,787,347,4
518,2,64,86,16,16,373,459,5
519,2,55,79,16,16,488,568,5
520,2,55,1049,16,17,589,199,5
521,2,55,108,17,17,434,542,6
522,2,60,49,17,17,661,711,6
523,2,65,33,17,18,1412,5,6
524,2,56,207,18,18,14,221,0
525,2,66,360,18,18,247,607,0
526,2,55,745,18,19,725,30,0
527,2,56,146,19,19,246,393,1
528,2,56,63,19,19,437,501,1
529,2,56,104,19,19,512,617,1
530,2,55,80,19,19,679,759,1
531,2,55,51,19,19,764,816,1
532,2,56,174,20,20,39,214,2
533,2,56,446,20,20,249,696,2
534,2,35,60,20,20,746,806,2
535,2,55,50,20,20,853,903,2
536,2,55,554,20,21,906,20,2
537,2,56,378,21,21,249,628,3
538,2,55,186,21,21,677,863,3
539,2,55,584,21,22,873,17,3
540,2,63,36,22,22,227,264,4
541,2,56,249,22,22,438,687,4
542,2,55,67,22,22,751,818,4
543,2,55,66,22,22,821,887,4
544,2,55,55,23,23,139,194,5
545,2,67,49,23,23,476,525,5
546,2,55,786,23,24,881,227,5
547,2,55,98,24,24,454,552,6
548,2,60,738,24,24,674,1412,6
549,2,68,36,24,25,1417,14,6
550,2,56,194,25,25,20,214,0
551,2,56,394,25,25,248,642,0
552,2,55,102,25,25,698,800,0
553,2,55,622,25,26,839,21,0
554,2,56,635,26,26,57,692,1
555,2,55,733,26,27,724,17,1
556,2,56,170,27,27,52,222,2
557,2,69,549,27,27,275,825,2
558,2,55,563,27,28,897,21,2
559,2,56,175,28,28,52,228,3
560,2,56,385,28,28,266,652,3
561,2,56,185,28,28,675,860,3
562,2,57,575,28,29,889,25,3
563,2,56,159,29,29,53,213,4
564,2,56,465,29,29,251,717,4
565,2,55,841,29,30,755,156,4
566,2,55,127,30,30,483,610,5
567,2,60,979,30,31,696,236,5
568,2,70,161,31,31,517,678,6
569,2,56,173,39,39,49,222,0
570,2,71,30,39,39,225,255,0
571,2,56,375,39,39,258,634,0
572,2,72,55,39,39,683,738,0
573,2,55,665,39,39,774,1439,0
574,2,56,179,40,40,41,221,1
575,2,56,353,40,40,264,617,1
576,2,55,724,40,40,688,1412,1
577,2,56,182,41,41,33,216,2
578,2,55,688,41,42,756,5,2
579,2,56,180,42,42,39,219,3
580,2,56,379,42,42,252,632,3
581,2,55,742,42,42,693,1435,3
582,2,56,168,43,43,51,220,4
583,2,56,565,43,43,243,808,4
584,2,55,836,43,44,837,233,4
585,2,55,70,44,44,280,351,5
586,2,55,97,44,44,361,459,5
587,2,41,34,44,44,670,705,5
588,2,55,870,44,45,778,209,5
589,2,57,255,45,45,287,543,6
590,2,70,143,45,45,639,783,6
591,2,56,394,46,46,260,654,0
592,2,55,757,46,47,693,11,0
593,2,56,169,47,47,45,215,1
594,2,55,721,47,47,673,1394,1
595,2,56,512,48,48,80,593,2
596,2,55,774,48,49,678,13,2
597,2,56,168,49,49,50,218,3
598,2,56,354,49,49,244,598,3
599,2,55,110,49,49,666,776,3
600,2,55,608,49,49,827,1436,3
601,2,56,174,50,50,47,221,4
602,2,71,31,50,50,227,258,4
603,2,56,447,50,50,261,709,4
604,2,55,757,50,51,782,99,4
605,2,73,52,51,51,164,217,5
606,2,55,34,51,51,352,386,5
607,2,55,174,52,52,329,504,6
608,2,56,588,60,60,26,614,0
609,2,57,809,60,61,675,45,0
610,2,56,633,61,61,50,683,1
611,2,56,316,62,62,266,582,2
612,2,74,41,62,62,584,626,2
613,2,70,1387,62,63,642,589,2
614,2,55,1283,64,65,775,619,4
615,2,55,1318,69,70,526,404,2
616,2,56,50,77,77,585,635,3
617,2,57,772,77,78,681,14,3
618,2,56,196,78,78,51,248,4
619,2,66,252,78,78,418,670,4
620,2,57,31,78,78,737,769,4
621,2,55,633,78,78,801,1435,4
622,2,56,598,88,88,32,630,0
623,2,55,1369,88,89,670,600,0
624,2,57,1069,89,90,695,324,1
625,2,55,51,90,90,722,773,2
626,2,57,1229,90,91,814,603,2
627,2,57,122,91,91,677,799,3
628,2,55,669,91,92,832,61,3
629,2,56,167,92,92,63,231,4
630,2,35,117,92,92,411,529,4
631,2,55,194,92,92,529,723,4
632,2,1,848,92,93,723,132,4
633,2,1,57,93,93,385,442,5
634,2,1,32,93,93,485,517,5
635,2,1,196,94,94,74,270,6
636,2,1,253,94,94,291,544,6
637,2,1,956,94,95,548,64,6
638,2,1,457,95,95,80,538,0
639,2,1,37,96,96,94,131,1
640,2,1,42,96,96,295,337,1
641,2,1,99,96,96,394,493,1
642,2,1,1042,96,97,527,130,1
643,2,1,184,97,97,251,435,2
644,2,1,63,97,97,449,512,2
645,2,1,179,97,97,554,734,2
646,2,1,38,98,98,521,560,3
647,2,1,132,98,98,582,714,3
648,2,1,980,98,99,765,305,3
649,2,1,725,99,99,643,1369,4
650,2,55,1226,100,101,864,650,5
651,2,57,734,101,102,723,18,6
652,2,56,539,102,102,51,590,0
653,2,55,1422,102,103,631,614,0
654,2,57,1027,103,104,685,272,1
655,2,56,336,104,104,272,609,2
656,2,35,60,105,105,663,723,3
657,2,62,756,105,106,730,46,3
658,2,61,634,106,106,55,689,4
659,2,55,1016,106,107,741,318,4
660,2,57,76,107,107,328,404,5
661,2,55,792,107,108,935,287,5
662,2,72,49,108,108,292,341,6
663,2,55,107,108,108,345,452,6
664,2,70,717,108,108,703,1420,6
665,2,68,615,108,109,1420,596,6
666,2,70,93,109,109,653,746,0
667,2,65,32,109,110,1423,16,0
668,2,56,673,110,110,22,696,1
669,2,55,718,110,111,735,14,1
670,2,1,596,111,111,14,610,2
671,2,57,783,111,112,667,10,2
672,2,1,600,112,112,19,620,3
673,2,55,803,113,114,785,148,4
674,2,75,41,114,114,185,227,5
675,2,62,102,114,114,341,443,5
676,2,21,62,114,114,621,684,5
677,2,55,1260,114,115,730,550,5
678,2,35,52,115,115,770,822,6
679,2,57,501,116,116,705,1206,0
680,2,55,217,116,117,1223,1,0
681,2,56,605,117,117,26,632,1
682,2,55,1338,117,118,698,597,1
683,2,1,125,118,118,658,783,2
684,2,55,637,118,119,815,12,2
685,2,1,209,119,119,19,228,3
686,2,56,347,119,119,279,626,3
723,3,10,480,0,1,1085,125,3
724,3,17,87,1,1,129,216,4
725,3,20,79,1,1,236,315,4
726,3,10,110,1,1,316,426,4
727,3,17,136,1,1,432,568,4
728,3,22,36,1,1,571,607,4
729,3,17,68,1,1,615,683,4
730,3,17,447,1,1,723,1171,4
731,3,10,370,1,2,1186,116,4
732,3,80,98,2,2,125,224,5
733,3,80,54,2,2,249,304,5
734,3,81,323,2,2,318,642,5
735,3,82,42,2,2,724,767,5
736,3,17,319,2,2,785,1104,5
737,3,10,609,2,3,1112,281,5
738,3,17,35,3,3,286,321,6
739,3,83,57,3,3,326,383,6
740,3,17,203,3,3,388,591,6
741,3,84,32,3,3,608,641,6
742,3,17,837,3,4,861,258,6
743,3,4,35,4,4,271,306,0
744,3,17,112,4,4,312,425,0
745,3,17,106,4,4,460,566,0
746,3,30,40,4,4,590,631,0
747,3,85,55,4,4,754,810,0
748,3,17,853,4,5,832,246,0
749,3,17,42,5,5,269,312,1
750,3,17,48,5,5,585,634,1
751,3,4,44,5,5,641,685,1
752,3,17,966,5,6,716,242,1
753,3,86,88,6,6,277,366,2
754,3,87,40,6,6,429,469,2
755,3,88,149,6,6,604,753,2
756,3,10,755,6,7,793,108,2
757,3,89,132,7,7,120,252,3
758,3,17,331,7,7,253,585,3
759,3,10,44,7,7,613,658,3
760,3,17,973,7,8,663,196,3
761,3,20,78,8,8,238,316,4
762,3,10,52,8,8,317,369,4
763,3,17,58,8,8,374,433,4
764,3,37,35,8,8,537,572,4
765,3,17,1335,8,9,686,581,4
766,3,90,67,9,9,590,658,5
767,3,17,187,9,9,683,871,5
768,3,10,449,9,10,1051,61,5
769,3,91,97,10,10,97,194,6
770,3,17,87,10,10,229,317,6
771,3,81,161,10,10,328,489,6
772,3,92,40,10,10,522,563,6
773,3,10,57,10,10,598,655,6
774,3,17,810,10,11,664,34,6
775,3,10,516,11,11,39,555,0
776,3,34,33,11,11,567,600,0
777,3,17,389,11,11,625,1015,0
778,3,10,687,11,12,1021,269,0
779,3,17,169,12,12,274,444,1
780,3,47,104,12,12,464,569,1
781,3,17,510,12,12,616,1126,1
782,3,10,424,12,13,1131,115,1
783,3,17,125,13,13,117,242,2
784,3,17,184,13,13,278,462,2
785,3,93,51,13,13,470,522,2
786,3,17,58,13,13,528,587,2
787,3,17,993,13,14,628,181,2
788,3,17,38,14,14,197,236,3
789,3,17,89,14,14,277,367,3
790,3,36,38,14,14,688,726,3
791,3,22,33,14,14,731,764,3
792,3,17,282,14,14,780,1062,3
793,3,10,442,14,15,1067,69,3
794,3,94,127,15,15,128,256,4
795,3,10,75,15,15,444,520,4
796,3,95,33,15,15,534,567,4
797,3,96,177,15,15,622,799,4
798,3,92,76,15,15,802,878,4
799,3,17,187,15,15,895,1082,4
800,3,10,74,15,15,1088,1162,4
801,3,10,348,15,16,1163,72,4
802,3,93,57,17,17,489,547,6
803,3,22,36,17,17,583,619,6
804,3,17,469,17,17,623,1092,6
805,3,10,439,17,18,1097,97,6
806,3,17,148,18,18,102,250,0
807,3,17,185,18,18,286,472,0
808,3,37,102,18,18,536,638,0
809,3,17,399,18,18,706,1105,0
810,3,10,412,18,19,1113,85,0
811,3,17,160,19,19,90,250,1
812,3,10,244,19,19,255,499,1
813,3,17,109,19,19,504,614,1
814,3,17,407,19,19,653,1061,1
815,3,10,447,19,20,1066,74,1
816,3,17,157,20,20,78,236,2
817,3,17,305,20,20,272,577,2
818,3,17,69,20,20,619,688,2
819,3,17,394,20,20,741,1136,2
820,3,10,392,20,21,1143,95,2
821,3,17,147,21,21,100,248,3
822,3,17,101,21,21,283,385,3
823,3,17,488,21,21,533,1022,3
824,3,10,494,21,22,1028,83,3
825,3,37,201,22,22,172,373,4
826,3,17,126,22,22,439,565,4
827,3,97,153,22,22,587,741,4
828,3,17,349,22,22,751,1100,4
829,3,10,434,22,23,1105,100,4
830,3,80,125,23,23,677,802,5
831,3,17,784,23,24,846,191,5
832,3,17,271,24,24,252,523,6
833,3,98,30,24,24,543,573,6
834,3,17,418,24,24,651,1069,6
835,3,10,469,24,25,1076,105,6
836,3,17,97,25,25,132,230,0
837,3,17,83,25,25,268,352,0
838,3,17,58,25,25,510,569,0
839,3,17,474,25,25,603,1078,0
840,3,10,445,25,26,1085,90,0
841,3,17,365,26,26,94,459,1
842,3,99,37,26,26,518,556,1
843,3,17,207,26,26,563,771,1
844,3,10,584,26,26,784,1368,1
845,3,100,357,26,27,1417,334,1
846,3,10,45,27,27,366,412,2
847,3,17,181,27,27,415,596,2
848,3,17,494,27,27,623,1118,2
849,3,10,506,27,28,1137,204,2
850,3,17,381,28,28,300,681,3
851,3,22,335,28,28,723,1059,3
852,3,10,600,28,29,1066,226,3
853,3,51,64,29,29,356,420,4
854,3,17,439,29,29,860,1299,4
855,3,10,194,29,30,1305,60,4
856,3,10,147,30,30,99,247,5
857,3,101,102,30,30,646,749,5
858,3,10,533,30,31,1137,230,5
859,3,80,131,31,31,264,396,6
860,3,83,44,31,31,418,463,6
861,3,17,101,31,31,492,594,6
862,3,10,425,38,39,1256,242,6
863,3,17,234,39,39,247,481,0
864,3,17,34,39,39,540,574,0
865,3,17,734,39,39,662,1397,0
866,3,102,138,39,40,1417,115,0
867,3,17,725,40,40,145,870,1
868,3,17,75,40,40,887,963,1
869,3,4,72,40,40,991,1063,1
870,3,4,414,40,41,1070,44,1
871,3,103,66,41,41,185,252,2
872,3,37,130,41,41,431,562,2
873,3,22,36,41,41,652,688,2
874,3,17,698,41,41,691,1390,2
875,3,104,139,42,42,65,204,3
876,3,17,687,42,42,297,984,3
877,3,4,479,42,43,990,29,3
878,3,17,32,43,43,66,99,4
879,3,105,246,43,43,130,376,4
880,3,17,139,43,43,428,567,4
881,3,106,55,43,43,575,631,4
882,3,17,467,43,43,641,1109,4
883,3,10,272,43,43,1114,1387,4
884,3,10,182,43,44,1389,131,4
885,3,17,78,44,44,132,211,5
886,3,4,33,44,44,225,259,5
887,3,80,237,44,44,335,573,5
888,3,17,274,45,45,312,587,6
889,3,17,308,45,45,861,1169,6
890,3,10,486,45,46,1178,224,6
891,3,17,39,46,46,233,273,0
892,3,17,169,46,46,393,563,0
893,3,22,106,46,46,575,682,0
894,3,107,66,47,47,183,250,1
895,3,104,116,47,47,341,458,1
896,3,17,185,47,47,574,759,1
897,3,22,771,47,48,766,97,1
898,3,108,312,48,48,135,447,2
899,3,17,37,48,48,557,594,2
900,3,109,108,48,48,633,742,2
901,3,17,67,48,48,765,833,2
902,3,110,539,48,48,839,1378,2
903,3,111,73,49,49,46,119,3
904,3,17,46,49,49,164,210,3
905,3,112,110,49,49,290,400,3
906,3,17,45,49,49,487,532,3
907,3,17,887,49,50,762,209,3
908,3,20,86,50,50,233,319,4
909,3,17,305,50,50,322,627,4
910,3,4,41,50,50,632,674,4
911,3,17,1312,50,51,683,556,4
912,3,4,39,51,51,603,643,5
913,3,17,709,51,52,821,90,5
914,3,113,35,52,52,154,189,6
915,3,17,105,52,52,204,309,6
916,3,114,822,52,53,857,239,6
917,3,17,304,53,53,289,594,0
918,3,17,736,53,53,678,1414,0
919,3,4,409,54,54,527,937,1
920,3,115,500,54,54,937,1438,1
921,3,104,91,55,55,95,186,2
922,3,17,355,55,55,279,635,2
923,3,17,848,55,56,644,53,2
924,3,103,46,56,56,124,170,3
925,3,17,57,56,56,196,254,3
926,3,17,162,56,56,293,456,3
927,3,17,141,56,56,477,619,3
928,3,116,136,56,56,657,793,3
929,3,117,170,56,56,816,987,3
930,3,4,479,56,57,1002,42,3
931,3,17,177,57,57,47,224,4
932,3,20,86,57,57,240,327,4
933,3,17,136,57,57,330,466,4
934,3,52,37,57,57,488,525,4
935,3,10,35,57,57,550,585,4
936,3,118,38,57,57,593,631,4
937,3,17,171,57,57,641,812,4
938,3,119,85,57,57,826,911,4
939,3,17,1073,57,58,943,577,4
940,3,90,65,58,58,587,652,5
941,3,17,1300,58,59,661,522,5
942,3,10,82,59,59,547,630,6
943,3,10,91,59,59,678,770,6
944,3,10,40,59,59,782,822,6
945,3,17,667,59,60,827,55,6
946,3,17,131,60,60,81,212,0
947,3,10,113,60,60,267,380,0
948,3,17,223,60,60,385,608,0
949,3,17,407,60,60,642,1049,0
950,3,10,37,60,60,1054,1092,0
951,3,10,259,60,60,1094,1353,0
952,3,10,78,60,61,1397,36,0
953,3,10,464,61,61,107,572,1
954,3,20,70,61,61,574,645,1
955,3,17,466,61,61,664,1131,1
956,3,10,539,61,62,1137,237,1
957,3,9,101,62,62,252,353,2
958,3,17,69,62,62,424,494,2
959,3,120,34,62,62,520,554,2
960,3,17,37,62,62,594,631,2
961,3,22,343,63,63,303,647,3
962,3,22,59,63,63,713,772,3
963,3,40,905,63,64,791,257,3
964,3,37,186,64,64,317,504,4
965,3,22,136,64,64,561,698,4
966,3,121,74,64,64,702,777,4
967,3,22,40,64,64,939,980,4
968,3,22,118,66,66,519,637,6
969,3,22,245,66,66,662,908,6
970,3,22,595,66,67,926,82,6
971,3,17,112,67,67,85,198,0
972,3,113,31,67,67,222,253,0
973,3,17,185,67,67,391,577,0
974,3,52,34,67,67,611,645,0
975,3,17,1075,67,68,669,304,0
976,3,122,1322,68,69,725,607,1
977,3,22,233,69,69,613,847,2
978,3,123,855,69,70,851,266,2
979,3,9,50,70,70,317,368,3
980,3,123,1015,70,71,772,347,3
981,3,124,116,71,71,635,752,4
982,3,123,911,71,72,769,240,4
983,3,125,137,72,72,648,786,5
984,3,22,34,72,72,834,869,5
985,3,22,1002,72,73,881,444,5
986,3,17,1082,73,74,577,220,6
987,3,20,86,74,74,234,321,0
988,3,10,1254,74,75,322,137,0
989,3,17,243,75,75,141,384,1
990,3,126,236,75,75,672,908,1
991,3,17,552,75,76,925,38,1
992,3,10,549,76,76,47,596,2
993,3,17,670,76,76,608,1278,2
994,3,30,37,76,76,1325,1362,2
995,3,10,144,77,77,192,336,3
996,3,10,82,77,77,357,440,3
997,3,10,1118,77,78,452,130,3
998,3,37,246,78,78,390,636,4
999,3,107,277,78,78,636,913,4
1000,3,22,30,78,78,924,954,4
1001,3,123,577,78,79,969,106,4
1002,3,22,1410,79,80,278,248,5
1003,3,30,97,80,80,286,384,6
1004,3,37,379,80,80,384,764,6
1005,3,22,220,81,81,37,258,0
1006,3,22,41,81,81,280,321,0
1007,3,9,50,81,81,332,382,0
1008,3,127,216,81,81,412,628,0
1009,3,128,902,81,82,635,98,0
1010,3,22,117,82,82,164,282,1
1011,3,9,47,82,82,292,339,1
1012,3,127,125,82,82,345,471,1
1013,3,127,129,82,82,500,630,1
1014,3,128,53,82,82,646,699,1
1015,3,22,172,82,82,705,877,1
1016,3,123,609,82,83,886,56,1
1017,3,129,78,83,83,676,754,2
1018,3,122,65,83,83,764,830,2
1019,3,123,644,83,84,839,43,2
1020,3,22,49,84,84,55,105,3
1021,3,22,168,84,84,667,835,3
1022,3,123,636,84,85,844,41,3
1023,3,22,698,85,85,61,759,4
1024,3,17,50,85,85,762,812,4
1025,3,17,121,85,85,846,968,4
1026,3,130,534,85,86,972,67,4
1027,3,131,33,86,86,101,135,5
1028,3,132,122,86,86,283,406,5
1029,3,133,134,86,86,414,549,5
1030,3,24,1125,86,87,836,521,5
1031,3,33,40,87,87,528,569,6
1032,3,134,49,87,87,646,696,6
